timestamp,Hs_m,Tp_s,c_pto_Ns_m,k_pto_N_m,buoy_mass_kg,buoy_radius_m,water_depth_m,water_density_kg_m3,P_mean_W
2026-03-11 21:10:58,2.0,8.0,10000.0,0.0,500,5,inf,1000,826.8662019469389
