timestamp,omega_rad_s,frequency_Hz,wave_amplitude_m,c_pto_Ns_m,k_pto_N_m,buoy_mass_kg,buoy_radius_m,water_depth_m,water_density_kg_m3,P_absorbed_W,E_cycle_J
2026-02-24 19:55:20,1.0995574287564276, 0.175, 2.0,200000.0, 500000.0, 500.0, 5.0,100.0, 1000.0,47669.74522014047, 272398.5441150884
2026-02-24 19:55:21,1.2566370614359172, 0.2, 2.0,50000.0, 500000.0, 500.0, 5.0,100.0, 1000.0,11716.680495704328, 58583.40247852164
2026-02-24 19:55:21,1.2566370614359172, 0.2, 2.0,100000.0, 500000.0, 500.0, 5.0,100.0, 1000.0,22907.06647276238, 114535.3323638119
2026-02-24 19:55:21,1.2566370614359172, 0.2, 2.0,150000.0, 500000.0, 500.0, 5.0,100.0, 1000.0,33387.78603675158, 166938.9301837579
2026-02-24 19:55:22,1.2566370614359172, 0.2, 2.0,200000.0, 500000.0, 500.0, 5.0,100.0, 1000.0,43019.93485614667, 215099.67428073334
2026-02-24 19:55:22,1.4137166941154067, 0.22499999999999998, 2.0,50000.0, 500000.0, 500.0, 5.0,100.0, 1000.0,10395.209335064175, 46200.930378063014
2026-02-24 19:55:22,1.4137166941154067, 0.22499999999999998, 2.0,100000.0, 500000.0, 500.0, 5.0,100.0, 1000.0,20190.738930617463, 89736.61746941096
2026-02-24 19:55:22,1.4137166941154067, 0.22499999999999998, 2.0,150000.0, 500000.0, 500.0, 5.0,100.0, 1000.0,29186.514218747372, 129717.84097221057
2026-02-24 19:55:23,1.4137166941154067, 0.22499999999999998, 2.0,200000.0, 500000.0, 500.0, 5.0,100.0, 1000.0,37246.09556399086, 165538.20250662608
2026-02-24 19:55:23,1.5707963267948966, 0.25, 2.0,50000.0, 500000.0, 500.0, 5.0,100.0, 1000.0,9008.289126306801, 36033.156505227205
2026-02-24 19:55:23,1.5707963267948966, 0.25, 2.0,100000.0, 500000.0, 500.0, 5.0,100.0, 1000.0,17372.35037170672, 69489.40148682689
2026-02-24 19:55:24,1.5707963267948966, 0.25, 2150000.0, 500000.0, 500.0, 5.0,100.0, 1000.0,24880.676765816745, 99522.70706326698
2026-02-24 19:55:24,1.5707963267948966, 0.25, 2.0,200000.0, 500000.0, 500.0, 5.0,100.0, 1000.0,31407.292712281793, 125629.17084912717
